Release,version,Action,Method,Old class,New class (– if none)
rel_1_17,v1beta1,DELETED,listNamespacedLease,LeaseList,--
rel_1_17,v1beta1,DELETED,deleteCollectionCSIDriver,Status,--
rel_1_17,v1beta1,DELETED,deleteCSIDriver,Status,--
rel_1_17,v1beta1,DELETED,deleteCollectionCSINode,Status,--
rel_1_17,v1beta1,DELETED,deleteCSINode,Status,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta1,DELETED,createNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta1,DELETED,deleteNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta1,DELETED,readNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta1,DELETED,patchNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta1,DELETED,replaceNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta1,DELETED,replaceNamespacedReplicaSetStatus,ReplicaSet,--
rel_1_17,v1beta1,DELETED,listNamespacedReplicaSet,ReplicaSetList,--
rel_1_17,v1beta1,DELETED,listReplicaSetForAllNamespaces,ReplicaSetList,--
rel_1_17,v1beta1,DELETED,deleteCollectionCustomResourceDefinition,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,createCustomResourceDefinition,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,deleteCustomResourceDefinition,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,readCustomResourceDefinition,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,patchCustomResourceDefinition,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,replaceCustomResourceDefinition,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,replaceCustomResourceDefinitionStatus,CustomResourceDefinition,--
rel_1_17,v1beta1,DELETED,deleteCollectionVolumeAttachment,VolumeAttachment,--
rel_1_17,v1beta1,DELETED,createVolumeAttachment,VolumeAttachment,--
rel_1_17,v1beta1,DELETED,deleteVolumeAttachment,VolumeAttachment,--
rel_1_17,v1beta1,DELETED,readVolumeAttachment,VolumeAttachment,--
rel_1_17,v1beta1,DELETED,patchVolumeAttachment,VolumeAttachment,--
rel_1_17,v1beta1,DELETED,replaceVolumeAttachment,VolumeAttachment,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedDeployment,Deployment,--
rel_1_17,v1beta1,DELETED,createNamespacedDeployment,Deployment,--
rel_1_17,v1beta1,DELETED,deleteNamespacedDeployment,Deployment,--
rel_1_17,v1beta1,DELETED,readNamespacedDeployment,Deployment,--
rel_1_17,v1beta1,DELETED,patchNamespacedDeployment,Deployment,--
rel_1_17,v1beta1,DELETED,replaceNamespacedDeployment,Deployment,--
rel_1_17,v1beta1,DELETED,replaceNamespacedDeploymentStatus,Deployment,--
rel_1_17,v1beta1,DELETED,createSelfSubjectAccessReview,SelfSubjectAccessReview,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta1,DELETED,createNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta1,DELETED,deleteNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta1,DELETED,readNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta1,DELETED,patchNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta1,DELETED,replaceNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta1,DELETED,replaceNamespacedDaemonSetStatus,DaemonSet,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedEvent,Event,--
rel_1_17,v1beta1,DELETED,createNamespacedEvent,Event,--
rel_1_17,v1beta1,DELETED,deleteNamespacedEvent,Event,--
rel_1_17,v1beta1,DELETED,readNamespacedEvent,Event,--
rel_1_17,v1beta1,DELETED,patchNamespacedEvent,Event,--
rel_1_17,v1beta1,DELETED,replaceNamespacedEvent,Event,--
rel_1_17,v1beta1,DELETED,listCustomResourceDefinition,CustomResourceDefinitionList,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta1,DELETED,createNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta1,DELETED,deleteNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta1,DELETED,readNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta1,DELETED,patchNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta1,DELETED,replaceNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta1,DELETED,listClusterRoleBinding,ClusterRoleBindingList,--
rel_1_17,v1beta1,DELETED,deleteCollectionMutatingWebhookConfiguration,MutatingWebhookConfiguration,--
rel_1_17,v1beta1,DELETED,createMutatingWebhookConfiguration,MutatingWebhookConfiguration,--
rel_1_17,v1beta1,DELETED,deleteMutatingWebhookConfiguration,MutatingWebhookConfiguration,--
rel_1_17,v1beta1,DELETED,readMutatingWebhookConfiguration,MutatingWebhookConfiguration,--
rel_1_17,v1beta1,DELETED,patchMutatingWebhookConfiguration,MutatingWebhookConfiguration,--
rel_1_17,v1beta1,DELETED,replaceMutatingWebhookConfiguration,MutatingWebhookConfiguration,--
rel_1_17,v1beta1,DELETED,listMutatingWebhookConfiguration,MutatingWebhookConfigurationList,--
rel_1_17,v1beta1,DELETED,listStorageClass,StorageClassList,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedRole,Role,--
rel_1_17,v1beta1,DELETED,createNamespacedRole,Role,--
rel_1_17,v1beta1,DELETED,deleteNamespacedRole,Role,--
rel_1_17,v1beta1,DELETED,readNamespacedRole,Role,--
rel_1_17,v1beta1,DELETED,patchNamespacedRole,Role,--
rel_1_17,v1beta1,DELETED,replaceNamespacedRole,Role,--
rel_1_17,v1beta1,DELETED,listNamespacedRole,RoleList,--
rel_1_17,v1beta1,DELETED,listRoleForAllNamespaces,RoleList,--
rel_1_17,v1beta1,DELETED,listValidatingWebhookConfiguration,ValidatingWebhookConfigurationList,--
rel_1_17,v1beta1,DELETED,listNamespacedStatefulSet,StatefulSetList,--
rel_1_17,v1beta1,DELETED,listStatefulSetForAllNamespaces,StatefulSetList,--
rel_1_17,v1beta1,DELETED,listEventForAllNamespaces,EventList,--
rel_1_17,v1beta1,DELETED,listNamespacedEvent,EventList,--
rel_1_17,v1beta1,DELETED,createTokenReview,TokenReview,--
rel_1_17,v1beta1,DELETED,deleteCollectionPriorityClass,PriorityClass,--
rel_1_17,v1beta1,DELETED,createPriorityClass,PriorityClass,--
rel_1_17,v1beta1,DELETED,deletePriorityClass,PriorityClass,--
rel_1_17,v1beta1,DELETED,readPriorityClass,PriorityClass,--
rel_1_17,v1beta1,DELETED,patchPriorityClass,PriorityClass,--
rel_1_17,v1beta1,DELETED,replacePriorityClass,PriorityClass,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedNetworkPolicy,NetworkPolicy,--
rel_1_17,v1beta1,DELETED,createNamespacedNetworkPolicy,NetworkPolicy,--
rel_1_17,v1beta1,DELETED,deleteNamespacedNetworkPolicy,NetworkPolicy,--
rel_1_17,v1beta1,DELETED,readNamespacedNetworkPolicy,NetworkPolicy,--
rel_1_17,v1beta1,DELETED,patchNamespacedNetworkPolicy,NetworkPolicy,--
rel_1_17,v1beta1,DELETED,replaceNamespacedNetworkPolicy,NetworkPolicy,--
rel_1_17,v1beta1,DELETED,getAPIResources,APIResourceList,--
rel_1_17,v1beta1,DELETED,listDeploymentForAllNamespaces,DeploymentList,--
rel_1_17,v1beta1,DELETED,listNamespacedDeployment,DeploymentList,--
rel_1_17,v1beta1,DELETED,listNamespacedNetworkPolicy,NetworkPolicyList,--
rel_1_17,v1beta1,DELETED,listNetworkPolicyForAllNamespaces,NetworkPolicyList,--
rel_1_17,v1beta1,DELETED,createCSINode,CSINode,--
rel_1_17,v1beta1,DELETED,readCSINode,CSINode,--
rel_1_17,v1beta1,DELETED,replaceCSINode,CSINode,--
rel_1_17,v1beta1,DELETED,listVolumeAttachment,VolumeAttachmentList,--
rel_1_17,v1beta1,DELETED,listControllerRevisionForAllNamespaces,ControllerRevisionList,--
rel_1_17,v1beta1,DELETED,listNamespacedControllerRevision,ControllerRevisionList,--
rel_1_17,v1beta1,DELETED,createSubjectAccessReview,SubjectAccessReview,--
rel_1_17,v1beta1,DELETED,readNamespacedDeploymentScale,Scale,--
rel_1_17,v1beta1,DELETED,patchNamespacedDeploymentScale,Scale,--
rel_1_17,v1beta1,DELETED,replaceNamespacedDeploymentScale,Scale,--
rel_1_17,v1beta1,DELETED,readNamespacedStatefulSetScale,Scale,--
rel_1_17,v1beta1,DELETED,patchNamespacedStatefulSetScale,Scale,--
rel_1_17,v1beta1,DELETED,replaceNamespacedStatefulSetScale,Scale,--
rel_1_17,v1beta1,DELETED,readNamespacedReplicaSetScale,Scale,--
rel_1_17,v1beta1,DELETED,patchNamespacedReplicaSetScale,Scale,--
rel_1_17,v1beta1,DELETED,replaceNamespacedReplicaSetScale,Scale,--
rel_1_17,v1beta1,DELETED,readNamespacedReplicationControllerDummyScale,Scale,--
rel_1_17,v1beta1,DELETED,patchNamespacedReplicationControllerDummyScale,Scale,--
rel_1_17,v1beta1,DELETED,replaceNamespacedReplicationControllerDummyScale,Scale,--
rel_1_17,v1beta1,DELETED,listCSINode,CSINodeList,--
rel_1_17,v1beta1,DELETED,listPriorityClass,PriorityClassList,--
rel_1_17,v1beta1,DELETED,listDaemonSetForAllNamespaces,DaemonSetList,--
rel_1_17,v1beta1,DELETED,listNamespacedDaemonSet,DaemonSetList,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedPodDisruptionBudget,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,createNamespacedPodDisruptionBudget,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,deleteNamespacedPodDisruptionBudget,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,readNamespacedPodDisruptionBudget,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,patchNamespacedPodDisruptionBudget,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,replaceNamespacedPodDisruptionBudget,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,replaceNamespacedPodDisruptionBudgetStatus,PodDisruptionBudget,--
rel_1_17,v1beta1,DELETED,createNamespacedDeploymentRollback,DeploymentRollback,--
rel_1_17,v1beta1,DELETED,deleteCollectionRuntimeClass,RuntimeClass,--
rel_1_17,v1beta1,DELETED,createRuntimeClass,RuntimeClass,--
rel_1_17,v1beta1,DELETED,deleteRuntimeClass,RuntimeClass,--
rel_1_17,v1beta1,DELETED,readRuntimeClass,RuntimeClass,--
rel_1_17,v1beta1,DELETED,patchRuntimeClass,RuntimeClass,--
rel_1_17,v1beta1,DELETED,replaceRuntimeClass,RuntimeClass,--
rel_1_17,v1beta1,DELETED,listRuntimeClass,RuntimeClassList,--
rel_1_17,v1beta1,DELETED,deleteCollectionPodSecurityPolicy,PodSecurityPolicy,--
rel_1_17,v1beta1,DELETED,createPodSecurityPolicy,PodSecurityPolicy,--
rel_1_17,v1beta1,DELETED,deletePodSecurityPolicy,PodSecurityPolicy,--
rel_1_17,v1beta1,DELETED,readPodSecurityPolicy,PodSecurityPolicy,--
rel_1_17,v1beta1,DELETED,patchPodSecurityPolicy,PodSecurityPolicy,--
rel_1_17,v1beta1,DELETED,replacePodSecurityPolicy,PodSecurityPolicy,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedIngress,Ingress,--
rel_1_17,v1beta1,DELETED,createNamespacedIngress,Ingress,--
rel_1_17,v1beta1,DELETED,deleteNamespacedIngress,Ingress,--
rel_1_17,v1beta1,DELETED,readNamespacedIngress,Ingress,--
rel_1_17,v1beta1,DELETED,patchNamespacedIngress,Ingress,--
rel_1_17,v1beta1,DELETED,replaceNamespacedIngress,Ingress,--
rel_1_17,v1beta1,DELETED,replaceNamespacedIngressStatus,Ingress,--
rel_1_17,v1beta1,DELETED,listNamespacedPodDisruptionBudget,PodDisruptionBudgetList,--
rel_1_17,v1beta1,DELETED,listPodDisruptionBudgetForAllNamespaces,PodDisruptionBudgetList,--
rel_1_17,v1beta1,DELETED,createCSIDriver,CSIDriver,--
rel_1_17,v1beta1,DELETED,readCSIDriver,CSIDriver,--
rel_1_17,v1beta1,DELETED,replaceCSIDriver,CSIDriver,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedEndpointSlice,EndpointSlice,--
rel_1_17,v1beta1,DELETED,createNamespacedEndpointSlice,EndpointSlice,--
rel_1_17,v1beta1,DELETED,deleteNamespacedEndpointSlice,EndpointSlice,--
rel_1_17,v1beta1,DELETED,readNamespacedEndpointSlice,EndpointSlice,--
rel_1_17,v1beta1,DELETED,patchNamespacedEndpointSlice,EndpointSlice,--
rel_1_17,v1beta1,DELETED,replaceNamespacedEndpointSlice,EndpointSlice,--
rel_1_17,v1beta1,DELETED,listEndpointSliceForAllNamespaces,EndpointSliceList,--
rel_1_17,v1beta1,DELETED,listNamespacedEndpointSlice,EndpointSliceList,--
rel_1_17,v1beta1,DELETED,deleteCollectionNamespacedCronJob,CronJob,--
rel_1_17,v1beta1,DELETED,createNamespacedCronJob,CronJob,--
rel_1_17,v1beta1,DELETED,deleteNamespacedCronJob,CronJob,--
rel_1_17,v1beta1,DELETED,readNamespacedCronJob,CronJob,--
rel_1_17,v1beta1,DELETED,patchNamespacedCronJob,CronJob,--
rel_1_17,v1beta1,DELETED,replaceNamespacedCronJob,CronJob,--
rel_1_17,v1beta1,DELETED,replaceNamespacedCronJobStatus,CronJob,--
rel_1_17,v1beta1,DELETED,deleteCollectionCertificateSigningRequest,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,createCertificateSigningRequest,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,deleteCertificateSigningRequest,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,readCertificateSigningRequest,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,patchCertificateSigningRequest,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,replaceCertificateSigningRequest,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,replaceCertificateSigningRequestApproval,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,replaceCertificateSigningRequestStatus,CertificateSigningRequest,--
rel_1_17,v1beta1,DELETED,listIngressForAllNamespaces,IngressList,--
rel_1_17,v1beta1,DELETED,listNamespacedIngress,IngressList,--
rel_1_17,v1beta1,DELETED,listCSIDriver,CSIDriverList,--
rel_1_17,v1beta1,DELETED,listCronJobForAllNamespaces,CronJobList,--
rel_1_17,v1beta1,DELETED,listNamespacedCronJob,CronJobList,--
rel_1_17,v1beta1,DELETED,listPodSecurityPolicy,PodSecurityPolicyList,--
rel_1_17,v1beta1,DELETED,listCertificateSigningRequest,CertificateSigningRequestList,--
rel_1_17,v1beta2,DELETED,deleteCollectionNamespacedStatefulSet,StatefulSet,--
rel_1_17,v1beta2,DELETED,createNamespacedStatefulSet,StatefulSet,--
rel_1_17,v1beta2,DELETED,deleteNamespacedStatefulSet,StatefulSet,--
rel_1_17,v1beta2,DELETED,readNamespacedStatefulSet,StatefulSet,--
rel_1_17,v1beta2,DELETED,patchNamespacedStatefulSet,StatefulSet,--
rel_1_17,v1beta2,DELETED,replaceNamespacedStatefulSet,StatefulSet,--
rel_1_17,v1beta2,DELETED,replaceNamespacedStatefulSetStatus,StatefulSet,--
rel_1_17,v1beta2,DELETED,deleteCollectionNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta2,DELETED,createNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta2,DELETED,deleteNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta2,DELETED,readNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta2,DELETED,patchNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta2,DELETED,replaceNamespacedReplicaSet,ReplicaSet,--
rel_1_17,v1beta2,DELETED,replaceNamespacedReplicaSetStatus,ReplicaSet,--
rel_1_17,v1beta2,DELETED,listNamespacedReplicaSet,ReplicaSetList,--
rel_1_17,v1beta2,DELETED,listReplicaSetForAllNamespaces,ReplicaSetList,--
rel_1_17,v1beta2,DELETED,deleteCollectionNamespacedDeployment,Deployment,--
rel_1_17,v1beta2,DELETED,createNamespacedDeployment,Deployment,--
rel_1_17,v1beta2,DELETED,deleteNamespacedDeployment,Deployment,--
rel_1_17,v1beta2,DELETED,readNamespacedDeployment,Deployment,--
rel_1_17,v1beta2,DELETED,patchNamespacedDeployment,Deployment,--
rel_1_17,v1beta2,DELETED,replaceNamespacedDeployment,Deployment,--
rel_1_17,v1beta2,DELETED,replaceNamespacedDeploymentStatus,Deployment,--
rel_1_17,v1beta2,DELETED,deleteCollectionNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta2,DELETED,createNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta2,DELETED,deleteNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta2,DELETED,readNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta2,DELETED,patchNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta2,DELETED,replaceNamespacedDaemonSet,DaemonSet,--
rel_1_17,v1beta2,DELETED,replaceNamespacedDaemonSetStatus,DaemonSet,--
rel_1_17,v1beta2,DELETED,deleteCollectionNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta2,DELETED,createNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta2,DELETED,deleteNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta2,DELETED,readNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta2,DELETED,patchNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta2,DELETED,replaceNamespacedControllerRevision,ControllerRevision,--
rel_1_17,v1beta2,DELETED,listNamespacedStatefulSet,StatefulSetList,--
rel_1_17,v1beta2,DELETED,listStatefulSetForAllNamespaces,StatefulSetList,--
rel_1_17,v1beta2,DELETED,listDeploymentForAllNamespaces,DeploymentList,--
rel_1_17,v1beta2,DELETED,listNamespacedDeployment,DeploymentList,--
rel_1_17,v1beta2,DELETED,listControllerRevisionForAllNamespaces,ControllerRevisionList,--
rel_1_17,v1beta2,DELETED,listNamespacedControllerRevision,ControllerRevisionList,--
rel_1_17,v1beta2,DELETED,readNamespacedDeploymentScale,Scale,--
rel_1_17,v1beta2,DELETED,patchNamespacedDeploymentScale,Scale,--
rel_1_17,v1beta2,DELETED,replaceNamespacedDeploymentScale,Scale,--
rel_1_17,v1beta2,DELETED,readNamespacedReplicaSetScale,Scale,--
rel_1_17,v1beta2,DELETED,patchNamespacedReplicaSetScale,Scale,--
rel_1_17,v1beta2,DELETED,replaceNamespacedReplicaSetScale,Scale,--
rel_1_17,v1beta2,DELETED,readNamespacedStatefulSetScale,Scale,--
rel_1_17,v1beta2,DELETED,patchNamespacedStatefulSetScale,Scale,--
rel_1_17,v1beta2,DELETED,replaceNamespacedStatefulSetScale,Scale,--
rel_1_17,v1beta2,DELETED,listDaemonSetForAllNamespaces,DaemonSetList,--
rel_1_17,v1beta2,DELETED,listNamespacedDaemonSet,DaemonSetList,--
